Date,Time,SpO2 (%),PR (BPM),PAI (%)
7/29/2025,21:14:56,96,72,1.2
7/29/2025,21:14:57,95,69,1.24
7/29/2025,21:14:58,95,68,1.28
7/29/2025,21:14:59,95,68,1.37
7/29/2025,21:15:00,94,71,1.32
7/29/2025,21:15:01,94,73,1.43
7/29/2025,21:15:02,94,73,1.44
7/29/2025,21:15:03,94,74,1.46
7/29/2025,21:15:04,94,72,1.32
7/29/2025,21:15:05,94,72,1.36
7/29/2025,21:15:06,94,71,1.37
7/29/2025,21:15:07,94,71,1.07
7/29/2025,21:15:08,94,71,1.04
7/29/2025,21:15:09,94,71,1.25
7/29/2025,21:15:10,94,70,1.31
7/29/2025,21:15:11,94,70,1.2
7/29/2025,21:15:12,94,70,1.13
7/29/2025,21:15:13,94,73,1.21
7/29/2025,21:15:14,94,73,1.43
7/29/2025,21:15:15,94,74,1.56
7/29/2025,21:15:16,94,74,1.76
7/29/2025,21:15:17,94,74,1.63
7/29/2025,21:15:18,95,75,1.65
7/29/2025,21:15:19,95,76,1.66
7/29/2025,21:15:20,95,76,1.54
7/29/2025,21:15:21,95,76,1.33
7/29/2025,21:15:22,95,74,1.42
7/29/2025,21:15:23,94,72,1.36
7/29/2025,21:15:24,94,72,1.46
7/29/2025,21:15:25,95,69,1.37
7/29/2025,21:15:26,95,73,1.37
7/29/2025,21:15:27,95,73,1.32
7/29/2025,21:15:28,95,71,1.13
7/29/2025,21:15:29,95,74,1.12
7/29/2025,21:15:30,95,74,1.1
7/29/2025,21:15:31,94,73,1.25
7/29/2025,21:15:32,94,74,1.27
7/29/2025,21:15:33,94,74,1.25
7/29/2025,21:15:34,94,73,1.14
7/29/2025,21:15:35,94,71,1.34
7/29/2025,21:15:36,94,71,1.15
7/29/2025,21:15:37,94,71,0.98
7/29/2025,21:15:38,94,70,0.9
7/29/2025,21:15:39,94,70,0.99
7/29/2025,21:15:40,94,67,1.06
7/29/2025,21:15:41,94,69,1.21
7/29/2025,21:15:42,94,66,1.37
7/29/2025,21:15:43,94,66,1.34
7/29/2025,21:15:44,94,70,1.27
7/29/2025,21:15:45,94,68,1.22
7/29/2025,21:15:46,94,68,1.09
7/29/2025,21:15:47,94,68,1.2
7/29/2025,21:15:48,94,70,1.5
7/29/2025,21:15:49,94,70,1.43
7/29/2025,21:15:50,94,71,1.26
7/29/2025,21:15:51,94,74,1.33
7/29/2025,21:15:52,94,74,1.31
7/29/2025,21:15:53,94,74,1.34
7/29/2025,21:15:54,94,76,1.34
7/29/2025,21:15:55,94,76,1.48
7/29/2025,21:15:56,94,71,1.31
7/29/2025,21:15:57,94,67,1.25
7/29/2025,21:15:58,94,67,1.32
7/29/2025,21:15:59,94,65,1.37
7/29/2025,21:16:00,94,63,1.37
7/29/2025,21:16:01,94,63,1.54
7/29/2025,21:16:02,93,63,1.34
7/29/2025,21:16:03,93,62,1.43
7/29/2025,21:16:04,93,61,1.46
7/29/2025,21:16:05,93,61,1.56
7/29/2025,21:16:06,93,59,1.55
7/29/2025,21:16:07,93,59,1.64
7/29/2025,21:16:08,93,59,1.77
7/29/2025,21:16:09,93,59,1.54
7/29/2025,21:16:10,93,60,1.74
7/29/2025,21:16:11,93,60,1.92
7/29/2025,21:16:12,93,60,2.02
7/29/2025,21:16:13,93,60,1.9
7/29/2025,21:16:14,93,60,1.77
7/29/2025,21:16:15,93,64,1.78
7/29/2025,21:16:16,93,64,1.68
7/29/2025,21:16:17,93,64,1.57
7/29/2025,21:16:18,93,64,1.57
7/29/2025,21:16:19,93,64,1.57
7/29/2025,21:16:20,93,64,1.42
7/29/2025,21:16:21,93,64,1.2
7/29/2025,21:16:22,93,68,1.33
7/29/2025,21:16:23,93,68,1.37
7/29/2025,21:16:24,93,73,1.38
7/29/2025,21:16:25,93,76,1.54
7/29/2025,21:16:26,92,78,1.47
7/29/2025,21:16:27,92,78,1.41
7/29/2025,21:16:28,92,78,1.53
7/29/2025,21:16:29,92,75,1.53
7/29/2025,21:16:30,92,75,1.55
7/29/2025,21:16:31,92,69,1.32
7/29/2025,21:16:32,92,65,1.44
7/29/2025,21:16:33,92,65,1.51
7/29/2025,21:16:34,92,61,1.59
7/29/2025,21:16:35,93,57,1.59
7/29/2025,21:16:36,93,57,1.61
7/29/2025,21:16:37,93,54,1.66
7/29/2025,21:16:38,93,52,1.56
7/29/2025,21:16:39,93,52,1.7
7/29/2025,21:16:40,93,51,1.74
7/29/2025,21:16:41,94,51,1.93
7/29/2025,21:16:42,94,51,1.96
7/29/2025,21:16:43,94,52,1.88
7/29/2025,21:16:44,94,52,2.07
7/29/2025,21:16:45,94,52,2.07
7/29/2025,21:16:46,94,52,1.93
7/29/2025,21:16:47,95,52,1.96
7/29/2025,21:16:48,95,56,2.17
7/29/2025,21:16:49,95,56,2.27
7/29/2025,21:16:50,95,54,2.28
7/29/2025,21:16:51,95,56,2.15
7/29/2025,21:16:52,95,56,2.19
7/29/2025,21:16:53,95,57,2.19
7/29/2025,21:16:54,95,53,2.02
7/29/2025,21:16:55,95,53,1.93
7/29/2025,21:16:56,95,51,2.11
7/29/2025,21:16:57,95,50,2.01
7/29/2025,21:16:58,95,50,2.17
7/29/2025,21:16:59,96,51,2.16
7/29/2025,21:17:00,95,49,2.43
7/29/2025,21:17:01,95,49,2.63
7/29/2025,21:17:02,96,51,2.61
7/29/2025,21:17:03,96,50,2.61
7/29/2025,21:17:04,96,50,2.44
7/29/2025,21:17:05,96,50,2.51
7/29/2025,21:17:06,96,49,2.37
7/29/2025,21:17:07,96,49,2.37
7/29/2025,21:17:08,96,52,2.33
7/29/2025,21:17:09,97,51,2.5
7/29/2025,21:17:10,97,53,2.53
7/29/2025,21:17:11,97,53,2.53
7/29/2025,21:17:12,97,51,2.45
7/29/2025,21:17:13,97,49,2.39
7/29/2025,21:17:14,97,49,2.22
7/29/2025,21:17:15,97,48,2.35
7/29/2025,21:17:16,98,47,2.35
7/29/2025,21:17:17,98,47,2.43
7/29/2025,21:17:18,98,46,2.49
7/29/2025,21:17:19,98,46,2.49
7/29/2025,21:17:20,98,46,2.49
7/29/2025,21:17:21,98,45,2.5
7/29/2025,21:17:22,97,45,2.53
7/29/2025,21:17:23,97,45,2.32
7/29/2025,21:17:24,97,45,2.43
7/29/2025,21:17:25,97,47,2.58
7/29/2025,21:17:26,97,47,2.72
7/29/2025,21:17:27,97,47,2.72
7/29/2025,21:17:28,97,49,2.74
7/29/2025,21:17:29,97,49,2.71
7/29/2025,21:17:30,97,48,2.5
7/29/2025,21:17:31,97,50,2.4
7/29/2025,21:17:32,97,49,2.49
7/29/2025,21:17:33,97,49,2.44
7/29/2025,21:17:34,97,48,2.35
7/29/2025,21:17:35,97,47,2.35
7/29/2025,21:17:36,97,47,2.39
7/29/2025,21:17:37,97,47,2.3
7/29/2025,21:17:38,97,47,2.44
7/29/2025,21:17:39,97,47,2.52
7/29/2025,21:17:40,97,46,2.52
7/29/2025,21:17:41,97,46,2.51
7/29/2025,21:17:42,97,46,2.59
7/29/2025,21:17:43,97,46,2.65
7/29/2025,21:17:44,97,47,2.69
7/29/2025,21:17:45,97,47,2.76
7/29/2025,21:17:46,98,46,2.76
7/29/2025,21:17:47,98,46,2.71
7/29/2025,21:17:48,98,46,2.68
7/29/2025,21:17:49,98,46,2.77
7/29/2025,21:17:50,98,45,2.61
7/29/2025,21:17:51,98,45,2.55
7/29/2025,21:17:52,98,45,2.81
7/29/2025,21:17:53,98,45,2.87
7/29/2025,21:17:54,98,47,2.77
7/29/2025,21:17:55,98,47,2.72
7/29/2025,21:17:56,98,47,2.87
7/29/2025,21:17:57,98,47,2.58
7/29/2025,21:17:58,98,47,2.65
7/29/2025,21:17:59,98,46,2.61
7/29/2025,21:18:00,98,48,2.58
7/29/2025,21:18:01,98,48,2.59
7/29/2025,21:18:02,98,48,2.47
7/29/2025,21:18:03,98,48,2.51
7/29/2025,21:18:04,98,48,2.59
7/29/2025,21:18:05,98,48,2.6
7/29/2025,21:18:06,98,47,2.56
7/29/2025,21:18:07,98,47,2.61
7/29/2025,21:18:08,98,47,2.48
7/29/2025,21:18:09,98,47,2.48
7/29/2025,21:18:10,98,47,2.65
7/29/2025,21:18:11,98,46,2.7
7/29/2025,21:18:12,98,46,2.82
7/29/2025,21:18:13,98,46,2.69
7/29/2025,21:18:14,98,46,2.69
7/29/2025,21:18:15,98,46,2.87
7/29/2025,21:18:16,98,45,2.86
7/29/2025,21:18:17,98,45,2.98
7/29/2025,21:18:18,98,44,2.98
7/29/2025,21:18:19,98,44,2.98
7/29/2025,21:18:20,98,44,2.92
7/29/2025,21:18:21,98,44,2.78
7/29/2025,21:18:22,98,45,2.8
7/29/2025,21:18:23,98,45,2.73
7/29/2025,21:18:24,98,47,2.84
7/29/2025,21:18:25,98,49,2.9
7/29/2025,21:18:26,98,49,2.99
7/29/2025,21:18:27,98,51,2.9
7/29/2025,21:18:28,98,53,2.8
7/29/2025,21:18:29,98,53,2.72
7/29/2025,21:18:30,98,53,2.68
7/29/2025,21:18:31,98,52,2.85
7/29/2025,21:18:32,98,52,2.71
7/29/2025,21:18:33,98,53,2.81
7/29/2025,21:18:34,98,52,2.84
7/29/2025,21:18:35,98,52,2.81
7/29/2025,21:18:36,98,51,2.81
7/29/2025,21:18:37,98,50,2.85
7/29/2025,21:18:38,98,49,2.77
7/29/2025,21:18:39,98,49,2.79
7/29/2025,21:18:40,98,49,2.84
7/29/2025,21:18:41,98,48,2.84
7/29/2025,21:18:42,98,48,2.87
7/29/2025,21:18:43,98,47,2.93
7/29/2025,21:18:44,98,47,2.72
7/29/2025,21:18:45,98,47,2.75
7/29/2025,21:18:46,98,47,2.96
7/29/2025,21:18:47,98,46,2.66
7/29/2025,21:18:48,98,46,2.82
7/29/2025,21:18:49,98,51,2.83
7/29/2025,21:18:50,98,53,2.83
7/29/2025,21:18:51,98,53,2.88
7/29/2025,21:18:52,98,54,2.59
7/29/2025,21:18:53,98,55,2.38
7/29/2025,21:18:54,98,55,2.15
7/29/2025,21:18:55,98,53,1.92
7/29/2025,21:18:56,98,52,1.92
7/29/2025,21:18:57,98,52,1.83
7/29/2025,21:18:58,98,50,1.68
7/29/2025,21:18:59,98,49,1.72
7/29/2025,21:19:00,97,48,1.7
7/29/2025,21:19:01,97,48,1.7
7/29/2025,21:19:02,97,47,1.67
7/29/2025,21:19:03,97,48,1.62
7/29/2025,21:19:04,97,48,1.49
7/29/2025,21:19:05,97,48,1.57
7/29/2025,21:19:06,97,48,1.55
7/29/2025,21:19:07,97,48,1.74
7/29/2025,21:19:08,97,49,1.74
7/29/2025,21:19:09,97,48,1.91
7/29/2025,21:19:10,97,48,1.92
7/29/2025,21:19:11,97,47,2.03
7/29/2025,21:19:12,97,47,1.97
7/29/2025,21:19:13,97,47,2.02
7/29/2025,21:19:14,97,48,2.27
7/29/2025,21:19:15,97,50,2.4
7/29/2025,21:19:16,97,50,2.38
7/29/2025,21:19:17,97,49,2.38
7/29/2025,21:19:18,97,49,2.38
7/29/2025,21:19:19,97,49,2.37
7/29/2025,21:19:20,97,48,2.21
7/29/2025,21:19:21,97,47,2.41
7/29/2025,21:19:22,97,47,2.52
7/29/2025,21:19:23,97,47,2.59
7/29/2025,21:19:24,96,46,2.63
7/29/2025,21:19:25,96,46,2.59
7/29/2025,21:19:26,96,46,2.35
7/29/2025,21:19:27,96,47,2.35
7/29/2025,21:19:28,96,48,2.56
7/29/2025,21:19:29,96,48,2.53
7/29/2025,21:19:30,97,49,2.4
7/29/2025,21:19:31,97,50,2.48
7/29/2025,21:19:32,97,50,2.45
7/29/2025,21:19:33,97,51,2.43
7/29/2025,21:19:34,97,49,2.54
7/29/2025,21:19:35,97,49,2.36
7/29/2025,21:19:36,98,51,2.31
7/29/2025,21:19:37,98,54,2.53
7/29/2025,21:19:38,98,54,2.59
7/29/2025,21:19:39,98,52,2.42
7/29/2025,21:19:40,98,54,2.54
7/29/2025,21:19:41,98,54,2.74
7/29/2025,21:19:42,98,56,2.63
7/29/2025,21:19:43,98,57,2.57
7/29/2025,21:19:44,98,58,2.53
7/29/2025,21:19:45,98,58,2.47
7/29/2025,21:19:46,98,59,2.45
7/29/2025,21:19:47,98,60,2.71
7/29/2025,21:19:48,98,60,2.78
7/29/2025,21:19:49,98,59,2.44
7/29/2025,21:19:50,98,59,2.44
7/29/2025,21:19:51,98,59,2.53
7/29/2025,21:19:52,98,55,2.6
7/29/2025,21:19:53,98,52,2.5
7/29/2025,21:19:54,98,52,2.49
7/29/2025,21:19:55,98,54,2.48
7/29/2025,21:19:56,98,52,2.48
7/29/2025,21:19:57,98,52,2.48
7/29/2025,21:19:58,98,50,2.65
7/29/2025,21:19:59,98,50,2.49
7/29/2025,21:20:00,98,50,2.41
7/29/2025,21:20:01,98,49,2.66
7/29/2025,21:20:02,98,48,2.54
7/29/2025,21:20:03,98,48,2.6
7/29/2025,21:20:04,98,49,2.87
7/29/2025,21:20:05,98,50,3.01
7/29/2025,21:20:06,98,52,2.72
7/29/2025,21:20:07,98,52,2.76
7/29/2025,21:20:08,98,55,2.74
7/29/2025,21:20:09,98,55,2.79
7/29/2025,21:20:10,98,55,2.86
7/29/2025,21:20:11,98,56,2.88
7/29/2025,21:20:12,98,56,2.85
7/29/2025,21:20:13,98,56,2.77
7/29/2025,21:20:14,98,55,2.74
7/29/2025,21:20:15,98,52,2.69
7/29/2025,21:20:16,98,52,2.57
7/29/2025,21:20:17,98,51,2.65
7/29/2025,21:20:18,97,49,2.8
7/29/2025,21:20:19,97,49,2.86
7/29/2025,21:20:20,97,47,2.84
7/29/2025,21:20:21,97,46,2.96
7/29/2025,21:20:22,97,46,2.96
7/29/2025,21:20:23,97,45,2.86
7/29/2025,21:20:24,97,44,3.01
7/29/2025,21:20:25,97,44,3.07
7/29/2025,21:20:26,97,44,3.06
7/29/2025,21:20:27,97,42,3.12
7/29/2025,21:20:28,97,42,3.03
7/29/2025,21:20:29,97,42,2.97
7/29/2025,21:20:30,97,42,3
7/29/2025,21:20:31,97,42,2.93
7/29/2025,21:20:32,97,42,3.01
7/29/2025,21:20:33,97,42,2.9
7/29/2025,21:20:34,97,43,2.84
7/29/2025,21:20:35,97,43,3.12
7/29/2025,21:20:36,98,43,3.33
7/29/2025,21:20:37,98,45,3.04
7/29/2025,21:20:38,98,45,3.07
7/29/2025,21:20:39,98,46,2.98
7/29/2025,21:20:40,98,47,2.94
7/29/2025,21:20:41,98,47,3.1
7/29/2025,21:20:42,98,47,3.09
7/29/2025,21:20:43,98,47,3.04
7/29/2025,21:20:44,98,47,2.9
7/29/2025,21:20:45,98,49,2.9
7/29/2025,21:20:46,98,48,2.95
7/29/2025,21:20:47,98,48,2.99
7/29/2025,21:20:48,98,48,2.99
7/29/2025,21:20:49,98,48,2.74
7/29/2025,21:20:50,98,50,2.87
7/29/2025,21:20:51,98,50,2.99
7/29/2025,21:20:52,98,49,3.12
7/29/2025,21:20:53,98,49,2.93
7/29/2025,21:20:54,98,49,3.05
7/29/2025,21:20:55,98,49,2.82
7/29/2025,21:20:56,98,49,2.7
7/29/2025,21:20:57,98,49,2.97
7/29/2025,21:20:58,98,47,3.1
7/29/2025,21:20:59,98,46,3.1
7/29/2025,21:21:00,98,46,3.1
7/29/2025,21:21:01,98,47,3.15
7/29/2025,21:21:02,98,46,3.19
7/29/2025,21:21:03,98,46,3.1
7/29/2025,21:21:04,98,47,3.24
7/29/2025,21:21:05,98,49,3.11
7/29/2025,21:21:06,98,49,3.1
7/29/2025,21:21:07,98,50,3.08
7/29/2025,21:21:08,98,52,3.07
7/29/2025,21:21:09,98,52,3.25
7/29/2025,21:21:10,98,52,3.12
7/29/2025,21:21:11,98,52,3.01
7/29/2025,21:21:12,98,50,2.94
7/29/2025,21:21:13,98,50,2.83
7/29/2025,21:21:14,97,50,2.86
7/29/2025,21:21:15,97,47,2.88
7/29/2025,21:21:16,97,47,2.88
7/29/2025,21:21:17,97,48,2.74
7/29/2025,21:21:18,97,48,2.84
7/29/2025,21:21:19,97,48,2.94
7/29/2025,21:21:20,97,48,2.76
7/29/2025,21:21:21,97,48,2.83
7/29/2025,21:21:22,97,48,2.83
7/29/2025,21:21:23,97,50,3.08
7/29/2025,21:21:24,97,48,3.16
7/29/2025,21:21:25,97,48,3.17
7/29/2025,21:21:26,98,49,3.17
7/29/2025,21:21:27,98,49,3.25
7/29/2025,21:21:28,98,49,3.31
7/29/2025,21:21:29,98,47,3.31
7/29/2025,21:21:30,98,47,3.18
7/29/2025,21:21:31,98,47,3.3
7/29/2025,21:21:32,98,46,2.95
7/29/2025,21:21:33,98,45,3.02
7/29/2025,21:21:34,98,44,3.14
7/29/2025,21:21:35,98,44,3.21
7/29/2025,21:21:36,98,46,3.15
7/29/2025,21:21:37,98,46,3.39
7/29/2025,21:21:38,98,46,3.52
7/29/2025,21:21:39,98,46,3.38
7/29/2025,21:21:40,98,46,3.18
7/29/2025,21:21:41,98,46,3.29
7/29/2025,21:21:42,98,46,3.36
7/29/2025,21:21:43,98,46,3.39
7/29/2025,21:21:44,98,46,3.47
7/29/2025,21:21:45,98,45,3.43
7/29/2025,21:21:46,98,48,3.31
7/29/2025,21:21:47,98,48,3.25
7/29/2025,21:21:48,98,48,3.13
7/29/2025,21:21:49,98,49,3.26
7/29/2025,21:21:50,98,49,3.26
7/29/2025,21:21:51,98,49,3.42
7/29/2025,21:21:52,98,50,3.27
7/29/2025,21:21:53,98,50,3.19
7/29/2025,21:21:54,98,50,3.29
7/29/2025,21:21:55,98,49,3.45
7/29/2025,21:21:56,98,47,3.32
7/29/2025,21:21:57,98,47,3.22
7/29/2025,21:21:58,98,46,3.06
7/29/2025,21:21:59,98,45,3.06
7/29/2025,21:22:00,98,45,3.06
7/29/2025,21:22:01,98,44,3.08
7/29/2025,21:22:02,98,44,3.11
7/29/2025,21:22:03,98,44,2.91
7/29/2025,21:22:04,98,44,2.98
7/29/2025,21:22:05,98,44,3.12
7/29/2025,21:22:06,98,44,3.14
7/29/2025,21:22:07,98,45,3.13
7/29/2025,21:22:08,98,45,2.99
7/29/2025,21:22:09,98,45,2.92
7/29/2025,21:22:10,98,46,2.85
7/29/2025,21:22:11,98,46,2.77
7/29/2025,21:22:12,98,46,2.77
7/29/2025,21:22:13,98,44,2.76
7/29/2025,21:22:14,98,45,2.7
7/29/2025,21:22:15,98,45,2.8
7/29/2025,21:22:16,98,44,2.8
7/29/2025,21:22:17,98,43,2.93
7/29/2025,21:22:18,98,42,2.93
7/29/2025,21:22:19,98,42,2.84
7/29/2025,21:22:20,98,43,2.94
7/29/2025,21:22:21,98,42,3.09
7/29/2025,21:22:22,98,42,3.09
7/29/2025,21:22:23,98,41,3.02
7/29/2025,21:22:24,98,42,3.06
7/29/2025,21:22:25,98,42,3.03
7/29/2025,21:22:26,98,44,3.13
7/29/2025,21:22:27,98,43,3.13
7/29/2025,21:22:28,98,43,2.96
7/29/2025,21:22:29,98,44,3.06
7/29/2025,21:22:30,98,45,3.11
7/29/2025,21:22:31,98,45,3.09
7/29/2025,21:22:32,98,45,3.15
7/29/2025,21:22:33,98,43,3.15
7/29/2025,21:22:34,98,43,3.13
7/29/2025,21:22:35,98,43,3.22
7/29/2025,21:22:36,98,43,2.96
7/29/2025,21:22:37,98,43,2.85
7/29/2025,21:22:38,98,43,2.96
7/29/2025,21:22:39,98,43,2.96
7/29/2025,21:22:40,98,44,3.07
7/29/2025,21:22:41,98,44,3.03
7/29/2025,21:22:42,98,46,3.06
7/29/2025,21:22:43,98,47,2.91
7/29/2025,21:22:44,98,47,3.04
7/29/2025,21:22:45,97,47,3.1
7/29/2025,21:22:46,97,47,2.88
7/29/2025,21:22:47,97,47,2.81
7/29/2025,21:22:48,97,47,3.06
7/29/2025,21:22:49,97,46,3.21
7/29/2025,21:22:50,97,46,3.17
7/29/2025,21:22:51,97,45,3.14
7/29/2025,21:22:52,96,47,3.11
7/29/2025,21:22:53,96,47,2.91
7/29/2025,21:22:54,96,47,3.15
7/29/2025,21:22:55,96,50,3.3
7/29/2025,21:22:56,96,50,3.08
7/29/2025,21:22:57,96,52,3.15
7/29/2025,21:22:58,96,54,3.18
7/29/2025,21:22:59,96,54,3.41
7/29/2025,21:23:00,96,54,3.24
7/29/2025,21:23:01,96,54,3.14
7/29/2025,21:23:02,96,52,3.13
7/29/2025,21:23:03,96,52,3.02
7/29/2025,21:23:04,96,47,2.9
7/29/2025,21:23:05,96,47,3.03
7/29/2025,21:23:06,96,47,3.1
7/29/2025,21:23:07,96,46,3.29
7/29/2025,21:23:08,96,47,3.35
7/29/2025,21:23:09,96,47,3.39
7/29/2025,21:23:10,96,48,3.39
7/29/2025,21:23:11,97,47,3.43
7/29/2025,21:23:12,97,47,3.4
7/29/2025,21:23:13,97,46,3.39
7/29/2025,21:23:14,97,47,3.39
7/29/2025,21:23:15,97,47,3.42
7/29/2025,21:23:16,97,46,3.53
7/29/2025,21:23:17,97,44,3.37
7/29/2025,21:23:18,97,44,3.29
7/29/2025,21:23:19,97,45,3.39
7/29/2025,21:23:20,98,45,3.4
7/29/2025,21:23:21,98,45,3.23
7/29/2025,21:23:22,98,45,3.15
7/29/2025,21:23:23,98,45,3.4
7/29/2025,21:23:24,98,46,3.51
7/29/2025,21:23:25,98,46,3.29
7/29/2025,21:23:26,98,47,3.39
7/29/2025,21:23:27,98,48,3.44
7/29/2025,21:23:28,98,48,3.54
7/29/2025,21:23:29,98,46,3.5
7/29/2025,21:23:30,98,47,3.46
7/29/2025,21:23:31,98,47,3.36
7/29/2025,21:23:32,98,48,3.26
7/29/2025,21:23:33,98,46,3.13
7/29/2025,21:23:34,98,46,3.21
7/29/2025,21:23:35,98,48,3.35
7/29/2025,21:23:36,98,46,3.35
7/29/2025,21:23:37,98,46,3.27
7/29/2025,21:23:38,98,47,3.36
7/29/2025,21:23:39,98,48,3.42
7/29/2025,21:23:40,98,48,3.38
7/29/2025,21:23:41,98,46,3.29
7/29/2025,21:23:42,97,45,3.61
7/29/2025,21:23:43,97,45,3.8
7/29/2025,21:23:44,97,45,3.45
7/29/2025,21:23:45,97,43,3.49
7/29/2025,21:23:46,97,43,3.41
7/29/2025,21:23:47,97,43,3.31
7/29/2025,21:23:48,97,42,3.29
7/29/2025,21:23:49,97,42,3.25
7/29/2025,21:23:50,97,42,3.32
7/29/2025,21:23:51,97,42,3.38
7/29/2025,21:23:52,97,42,3.38
7/29/2025,21:23:53,97,42,3.18
7/29/2025,21:23:54,97,42,3.22
7/29/2025,21:23:55,97,43,3.27
7/29/2025,21:23:56,97,43,2.87
7/29/2025,21:23:57,97,43,2.86
7/29/2025,21:23:58,97,43,2.86
7/29/2025,21:23:59,97,43,2.86
7/29/2025,21:24:00,97,43,2.81
7/29/2025,21:24:01,97,44,2.81
7/29/2025,21:24:02,97,44,2.92
7/29/2025,21:24:03,97,44,3.02
7/29/2025,21:24:04,97,44,2.82
7/29/2025,21:24:05,97,44,2.82
7/29/2025,21:24:06,97,46,3.01
7/29/2025,21:24:07,97,46,3.38
7/29/2025,21:24:08,97,48,3.29
7/29/2025,21:24:09,97,48,3.05
7/29/2025,21:24:10,97,51,3.13
7/29/2025,21:24:11,97,50,3.35
7/29/2025,21:24:12,97,50,3.08
7/29/2025,21:24:13,97,55,2.89
7/29/2025,21:24:14,97,57,3.09
7/29/2025,21:24:15,97,57,3.23
7/29/2025,21:24:16,98,55,3.11
7/29/2025,21:24:17,98,55,3.04
7/29/2025,21:24:18,98,55,3.04
7/29/2025,21:24:19,97,52,2.92
7/29/2025,21:24:20,97,46,3
7/29/2025,21:24:21,97,46,3.14
7/29/2025,21:24:22,97,45,3.21
7/29/2025,21:24:23,97,43,3.36
7/29/2025,21:24:24,97,43,3.35
7/29/2025,21:24:25,97,42,3.3
7/29/2025,21:24:26,97,42,3.42
7/29/2025,21:24:27,97,42,3.46
7/29/2025,21:24:28,97,42,3.46
7/29/2025,21:24:29,97,42,3.4
7/29/2025,21:24:30,97,42,3.32
7/29/2025,21:24:31,97,42,3.35
7/29/2025,21:24:32,97,42,3.19
7/29/2025,21:24:33,97,45,3.28
7/29/2025,21:24:34,97,45,3.28
7/29/2025,21:24:35,97,47,3.27
7/29/2025,21:24:36,97,47,3.26
7/29/2025,21:24:37,97,47,3.26
7/29/2025,21:24:38,97,46,3.17
7/29/2025,21:24:39,97,47,3.1
7/29/2025,21:24:40,97,47,3.13
7/29/2025,21:24:41,97,45,3.16
7/29/2025,21:24:42,97,44,3.21
7/29/2025,21:24:43,97,44,3.14
7/29/2025,21:24:44,97,43,3.11
7/29/2025,21:24:45,97,42,3.23
7/29/2025,21:24:46,97,42,3.27
7/29/2025,21:24:47,97,42,3.44
7/29/2025,21:24:48,97,41,3.44
7/29/2025,21:24:49,97,41,3.49
7/29/2025,21:24:50,97,42,3.53
7/29/2025,21:24:51,97,41,3.53
7/29/2025,21:24:52,97,42,3.54
7/29/2025,21:24:53,97,42,3.46
7/29/2025,21:24:54,97,43,3.28
7/29/2025,21:24:55,97,43,3.22
7/29/2025,21:24:56,97,43,3.1
7/29/2025,21:24:57,97,42,3.1
7/29/2025,21:24:58,97,42,3.1
7/29/2025,21:24:59,97,42,3.15
7/29/2025,21:25:00,97,42,3.18
7/29/2025,21:25:01,97,43,3.18
7/29/2025,21:25:02,97,43,3.2
7/29/2025,21:25:03,97,42,3.32
7/29/2025,21:25:04,97,42,3.42
7/29/2025,21:25:05,97,42,3.42
7/29/2025,21:25:06,97,43,3.5
7/29/2025,21:25:07,98,43,3.49
7/29/2025,21:25:08,98,43,3.49
7/29/2025,21:25:09,97,43,3.51
7/29/2025,21:25:10,97,43,3.45
7/29/2025,21:25:11,97,43,3.49
7/29/2025,21:25:12,97,43,3.53
7/29/2025,21:25:13,97,43,3.23
7/29/2025,21:25:14,97,43,3.23
7/29/2025,21:25:15,97,43,3.39
7/29/2025,21:25:16,97,43,3.45
7/29/2025,21:25:17,97,43,3.16
7/29/2025,21:25:18,97,43,3.03
7/29/2025,21:25:19,97,43,3.03
7/29/2025,21:25:20,97,43,3.03
7/29/2025,21:25:21,97,43,3.03
7/29/2025,21:25:22,97,43,3.03
7/29/2025,21:25:23,97,44,3.03
7/29/2025,21:25:24,97,44,3.14
7/29/2025,21:25:25,97,42,3.08
7/29/2025,21:25:26,97,43,3.19
7/29/2025,21:25:27,97,43,3.37
7/29/2025,21:25:28,97,44,3.19
7/29/2025,21:25:29,97,45,3.13
7/29/2025,21:25:30,97,45,3.21
7/29/2025,21:25:31,97,50,3.25
7/29/2025,21:25:32,96,48,3.27
7/29/2025,21:25:33,96,48,3.28
7/29/2025,21:25:34,96,50,3.14
7/29/2025,21:25:35,96,49,3.07
7/29/2025,21:25:36,96,48,3.06
7/29/2025,21:25:37,96,48,2.93
7/29/2025,21:25:38,96,47,3.01
7/29/2025,21:25:39,96,48,2.96
7/29/2025,21:25:40,96,48,3.16
7/29/2025,21:25:41,96,47,3.28
7/29/2025,21:25:42,96,48,3.43
7/29/2025,21:25:43,96,48,3.33
7/29/2025,21:25:44,96,49,3.33
7/29/2025,21:25:45,96,49,3.33
7/29/2025,21:25:46,96,49,3.3
7/29/2025,21:25:47,96,49,3.32
7/29/2025,21:25:48,96,48,3.35
7/29/2025,21:25:49,96,48,3.2
7/29/2025,21:25:50,96,48,3.07
7/29/2025,21:25:51,97,50,3.01
7/29/2025,21:25:52,97,50,3.18
7/29/2025,21:25:53,97,49,3.23
7/29/2025,21:25:54,97,48,3.2
7/29/2025,21:25:55,97,48,3.23
7/29/2025,21:25:56,97,46,3.16
7/29/2025,21:25:57,97,45,3.11
7/29/2025,21:25:58,97,44,3.09
7/29/2025,21:25:59,97,44,3.06
7/29/2025,21:26:00,97,43,3.07
