Date,Time,SpO2 (%),PR (BPM),PAI (%)
7/29/2025,21:26:01,97,43,3.08
7/29/2025,21:26:02,97,43,3.08
7/29/2025,21:26:03,97,44,3.2
7/29/2025,21:26:04,97,45,3.13
7/29/2025,21:26:05,97,45,3.09
7/29/2025,21:26:06,97,45,3.09
7/29/2025,21:26:07,97,46,3.02
7/29/2025,21:26:08,97,46,2.89
7/29/2025,21:26:09,97,46,2.79
7/29/2025,21:26:10,97,46,2.83
7/29/2025,21:26:11,97,46,2.84
7/29/2025,21:26:12,97,46,2.92
7/29/2025,21:26:13,97,46,2.7
7/29/2025,21:26:14,97,46,2.57
7/29/2025,21:26:15,97,46,2.3
7/29/2025,21:26:16,97,47,1.97
7/29/2025,21:26:17,97,47,1.71
7/29/2025,21:26:18,97,46,1.8
7/29/2025,21:26:19,97,46,1.88
7/29/2025,21:26:20,97,45,1.88
7/29/2025,21:26:21,97,45,1.99
7/29/2025,21:26:22,97,45,2.04
7/29/2025,21:26:23,97,44,1.99
7/29/2025,21:26:24,97,44,1.95
7/29/2025,21:26:25,96,44,2.15
7/29/2025,21:26:26,96,44,2.27
7/29/2025,21:26:27,96,44,2.17
7/29/2025,21:26:28,96,44,1.93
7/29/2025,21:26:29,96,44,1.95
7/29/2025,21:26:30,96,44,1.8
7/29/2025,21:26:31,96,45,1.93
7/29/2025,21:26:32,96,46,2.08
7/29/2025,21:26:33,96,46,2.08
7/29/2025,21:26:34,96,47,2.25
7/29/2025,21:26:35,96,47,2.4
7/29/2025,21:26:36,96,47,2.4
7/29/2025,21:26:37,97,47,2.44
7/29/2025,21:26:38,97,47,2.53
7/29/2025,21:26:39,97,47,2.75
7/29/2025,21:26:40,97,46,2.86
7/29/2025,21:26:41,97,46,2.86
7/29/2025,21:26:42,97,46,2.88
7/29/2025,21:26:43,97,46,2.93
7/29/2025,21:26:44,97,46,2.77
7/29/2025,21:26:45,97,45,2.98
7/29/2025,21:26:46,97,45,3.13
7/29/2025,21:26:47,97,46,3.15
7/29/2025,21:26:48,97,46,3.14
7/29/2025,21:26:49,97,46,3.02
7/29/2025,21:26:50,97,47,2.87
7/29/2025,21:26:51,97,47,2.83
7/29/2025,21:26:52,97,47,2.97
